WBAEU33412K254038,2005,Mazda,Mazda3,2,2,29,9
SCBGT3ZA0EC941119,2007,Nissan,Frontier,3,2,91,2
WBANA73515B274576,1993,Mitsubishi,GTO,2,2,122,17
3VW507AT4FM392412,2012,Mazda,Mazdaspeed 3,2,2,3,2
SCFFDABE0CG421890,1990,Ford,Taurus,2,2,87,8
2LMHJ5FK7FB118656,1994,GMC,Jimmy,3,2,12,4
1G6EL12Y21B853062,2007,Ford,Freestar,3,3,91,11
1G6KE57YX2U735571,1988,Buick,Electra,2,3,194,7
WBAUU3C51BA682623,2002,Mercedes-Benz,CL-Class,3,2,176,2
WAULD54B02N278877,1994,Buick,Coachbuilder,2,2,132,14
WP0CB2A81CS134242,2002,BMW,525,2,3,39,16
5FRYD3H85FB750232,1988,Mercury,Sable,2,2,85,19
3D4PG9FG3BT925643,2000,Mercedes-Benz,M-Class,2,2,21,4
ML32A3HJ5FH639038,1997,Eagle,Talon,2,3,60,19
1N6AA0EC8DN792506,1993,Plymouth,Colt,2,2,15,17
WBANE53546B608903,1986,Volkswagen,Cabriolet,3,2,96,17
1N6AF0KY7EN701339,1993,Chevrolet,G-Series G30,3,2,43,15
WAUEG78E66A695238,1988,Mercedes-Benz,SL-Class,2,2,80,4
JM1NC2NF0E0814520,1995,Jeep,Wrangler,2,2,219,5
WBAEU33452P150686,2000,Mercedes-Benz,C-Class,3,3,191,3
1GD020CG0DZ230363,2005,Chrysler,300C,2,3,164,2
3MZBM1U7XEM479748,1990,Mercury,Sable,2,2,238,17
WAUJC68E33A300321,2006,Lincoln,Mark LT,3,2,153,15
JH4CU4F4XBC188092,1991,Pontiac,Trans Sport,2,3,101,17
1G4HP54K22U312366,2005,Honda,Insight,2,2,70,19
2T2BK1BA3CC417276,2003,Honda,Odyssey,2,2,110,5
WAUNG94F39N252424,2000,Toyota,Tundra,2,2,244,14
1FAHP3DN5AW808242,2005,Maserati,Quattroporte,2,3,72,5
WAULFAFH9EN227144,2002,Dodge,Ram Van 2500,3,3,69,18
WDBSK7BA9CF298291,2002,GMC,Sierra 1500,2,3,240,18
1G6DL8E33D0706995,2011,Mitsubishi,Lancer,2,2,178,7
19UUA8F75DA355071,2012,Lexus,CT,2,2,170,4
JTHFE2C28F2950087,2009,Chevrolet,TrailBlazer,3,2,217,6
YV1612FS2E1197468,1991,Chevrolet,Caprice,2,2,26,19
4T1BD1FK1FU865553,1986,Ford,Tempo,2,2,41,12
WBA5M2C57ED364703,2012,Suzuki,Equator,2,2,94,19
1G6KS54Y54U361242,2011,GMC,Terrain,2,2,135,9
JM3TB2BA8B0622977,1995,Lincoln,Mark VIII,2,3,222,19
1G4GB5GR7FF781448,2011,Kia,Optima,3,2,247,16
WDDLJ9BB5FA434856,1999,BMW,7 Series,2,3,120,18
WA1EV94L38D363214,2012,Aston Martin,V8 Vantage S,3,3,207,17
JN8BS1MWXDM782608,2002,Honda,CR-V,3,2,8,10
1FTWW3A59AE491948,2012,Honda,Crosstour,3,3,165,18
WBA3A5G59EN068961,2012,Toyota,RAV4,2,2,59,18
WAUDF98E16A317550,2012,Toyota,Tundra,2,2,107,18
1FTEW1CM7EF549995,2007,Ford,Freestar,2,2,101,17
WBA3A9C55EK098294,1984,Pontiac,Sunbird,2,2,99,7
JN8AE2KP2D9524431,2000,Lincoln,LS,2,2,213,3
1G6DC1E3XD0437532,2010,Infiniti,G37,2,2,144,4
1HGCP2E76CA145845,2000,Plymouth,Breeze,3,2,87,11
5FRYD3H86FB453258,2008,Volkswagen,Rabbit,3,2,141,15
WAUVT68E05A560096,1985,Lincoln,Continental,2,2,95,2
5N1AN0NU7BC428744,1993,Dodge,Ram Wagon B250,3,3,128,19
1FMJK1H58DE567112,1987,Mitsubishi,Truck,2,3,162,3
ZFBCFADH3EZ183367,2006,Mazda,Tribute,2,2,121,11
SCFFDCCD9BG696352,1984,Mercury,Marquis,2,2,112,14
WUARL48HX8K395713,1965,Pontiac,GTO,2,2,39,16
3MZBM1K71FM188091,1996,Buick,Roadmaster,3,2,181,10
2HNYD18235H766756,2004,Toyota,Highlander,2,3,114,2
2G4GT5GV3D9091700,1993,GMC,Sonoma,2,3,121,7
WBALX5C55CC714848,2012,Acura,ZDX,2,2,238,8
WAUEF98E26A489882,2012,Mazda,CX-9,2,2,21,10
WAUPFBFM3BA709552,2009,Mitsubishi,Raider,2,2,89,7
JTEBC3EH1C2869159,2001,Nissan,Sentra,2,2,83,4
WBA3R5C5XFK551585,2010,Land Rover,Range Rover,3,2,202,13
5GAEV23DX9J663635,1995,Isuzu,Trooper,2,2,10,5
KNAFU6A2XC5671861,2011,Porsche,Boxster,2,2,176,17
1FMJK1H58BE632280,1994,Dodge,Ram 3500,2,2,89,4
1GD22ZCG9CZ352358,2009,Toyota,Sienna,2,2,110,15
19UYA42403A356567,2008,Bentley,Continental,2,2,246,2
1G6KD57Y76U353684,2000,Toyota,Celica,2,2,112,12
SALVP1BG0CH762700,2011,Cadillac,CTS-V,2,2,223,19
2C3CDXDT4CH522634,2009,Buick,Enclave,2,2,156,19
1GTN1UEH6FZ402781,2006,Mitsubishi,Lancer,2,2,14,8
1YVHZ8BH6C5838383,1994,Chevrolet,G-Series G30,2,3,38,17
1G6DA1ED1B0146705,1990,Maserati,228,2,2,224,14
2G61P5S39E9328926,2011,BMW,Z4,3,3,205,18
KNAFU5A22B5216785,2010,Mitsubishi,Endeavor,2,2,61,9
1J4RR4GG5BC216185,1958,BMW,600,2,3,198,14
WBAEW53443P945171,2003,BMW,M3,2,3,133,15
WBA1J7C51FV272051,2007,Toyota,Yaris,2,2,157,18
WAUMR44E26N809464,2012,Volvo,S60,2,3,220,14
1FAHP2D83EG128294,1988,Ford,F-Series,3,2,187,9
WBAHN03558D943403,2010,GMC,Savana,2,2,179,13
1G4GA5GC8BF962275,2000,Lincoln,Town Car,2,2,193,11
5UXFE43579L832729,1997,BMW,5 Series,3,2,74,2
1VWAP7A33EC511013,2011,Ram,2500,2,2,160,7
1D7RW3GK2BS598541,2005,Chevrolet,Avalanche 2500,2,2,238,18
3D7JB1ET7BG209554,2001,Volvo,V40,2,2,128,14
19UUA8F52DA574729,2003,BMW,Z8,3,3,124,14
SAJWA4GC2EM101170,2008,Buick,Lucerne,2,2,162,17
JTHBE1BL0FA367036,1993,Chevrolet,Cavalier,2,2,187,17
5UXWX9C53DL917454,2004,GMC,Yukon,3,2,201,7
1G6DM57T270497715,1988,Lamborghini,Countach,2,2,7,2
WDDEJ7GB1BA557120,2007,Jeep,Wrangler,2,2,184,18
SCFHDDAJ9CA694189,2011,Lexus,IS,3,3,159,19
3N1CN7APXDL353585,2011,Mercedes-Benz,Sprinter 2500,2,3,118,10
2CTALMEC2B6923312,1989,Mitsubishi,Sigma,3,2,19,11
JM1NC2JF8E0992407,1998,Chevrolet,Corvette,3,2,40,6
JA4AP3AUXCZ611232,2009,Mercedes-Benz,S-Class,3,2,198,10
JHMGE8G25AC104598,2006,Toyota,Sequoia,2,2,30,4
YV126MEC7F1788306,2006,Toyota,4Runner,2,2,78,10
19VDE3F70EE134880,2002,Kia,Spectra,2,3,239,8
3VW8S7AT1FM925713,1998,Chevrolet,2500,2,2,169,9
KNAFU6A23B5357550,1993,Chevrolet,Sportvan G20,2,2,73,12
KMHHT6KJ4FU537129,2006,Chevrolet,Express 1500,3,2,136,13
1G6AM5S37F0475864,1986,Saab,900,2,3,165,3
WAUVT58E95A054681,2010,Land Rover,Freelander,2,2,188,9
1FTEX1CM2CF769362,1993,Volkswagen,Jetta III,3,2,228,19
KNALN4D77F5108492,2004,Mitsubishi,Diamante,3,2,114,19
JH4DC53884S367843,1990,Plymouth,Laser,3,2,130,3
WBADS43491G833318,1994,Suzuki,Swift,3,2,162,17
WBA3A5G55CN174773,2006,Mitsubishi,Lancer,2,2,47,15
1C3CDFAA5DD580599,2012,Lotus,Evora,2,3,84,6
WBAPN7C51AA511760,1992,Geo,Metro,2,3,13,3
WA1WGAFP3EA353361,1998,Toyota,Sienna,3,2,218,4
WAUDG74F29N206700,2003,Volkswagen,Passat,2,2,34,12
1YVHZ8BH4B5766761,2009,GMC,Yukon XL 2500,3,2,97,6
WBAWC73538E884951,1992,Mazda,626,2,3,74,11
SCBZU25E11C967912,1997,Ford,Taurus,2,2,16,3
1G6AH5R38F0634577,2009,Suzuki,Grand Vitara,2,3,14,4
1FTWX3B5XAE685383,1989,Buick,Electra,3,2,145,3
2D4RN4DE3AR340274,2008,Mazda,Mazda6,3,2,43,6
KMHTC6AD3FU693779,2003,Hummer,H1,3,2,200,8
3C63DRML8CG706599,2010,Nissan,Xterra,3,3,211,18
2C3CK6CT4BH400985,1998,Ford,Windstar,2,3,138,8
JN1AJ0HPXCM829824,2008,Cadillac,XLR,2,2,154,10
2C4RDGDG2FR499409,1994,Volkswagen,Passat,2,3,119,9
2G4WD552071334206,2011,Toyota,Sienna,2,3,46,12
5J8TB1H22CA235809,1992,Honda,Prelude,2,2,150,2
1FTMF1C86AK377863,1997,Honda,Civic,2,2,198,13
JM3TB2BA1B0720216,1992,Alfa Romeo,164,3,2,121,4
WAUNE78P38A900959,2011,Rolls-Royce,Ghost,3,2,184,12
1G6KF579X3U399640,1995,Chrysler,LeBaron,2,2,215,17
19XFB4F20EE920987,1996,Chevrolet,Cavalier,2,2,238,13
SCFEBBAC4AG372424,2005,Saab,3-Sep,2,3,74,5
55SWF4JB9FU903417,2006,Infiniti,Q,2,3,68,7
1G6AJ5SX0E0695714,1994,GMC,2500,2,2,15,9
WAUUL98E07A272191,2010,Ferrari,612 Scaglietti,3,2,36,2
KMHCT4AE2CU869973,2007,Chrysler,Pacifica,2,3,143,3
19UUA662X4A788975,1997,Dodge,Ram Van 3500,3,3,22,18
1G6KD57999U635872,2006,Nissan,Maxima,2,2,27,9
3GYEK62N85G479518,1984,Mercury,Lynx,2,3,61,3
WAUEH64B41N252249,2008,Mitsubishi,Lancer,2,2,151,15
2T2BK1BA1EC968020,2002,Chevrolet,Impala,3,2,106,9
1G6AB5S30F0365339,2010,Toyota,4Runner,3,2,119,6
3D73Y4CL9BG876413,2001,Jeep,Cherokee,3,2,181,17
WAUA2AFD7DN225018,2006,Isuzu,i-Series,2,2,229,5
WVGAV7AX5BW568119,2013,Scion,FR-S,2,2,173,3
YV1982BW6A1284883,2009,Mercedes-Benz,C-Class,3,2,40,3
JH4CL95985C729108,2007,Toyota,Matrix,2,3,11,3
1G6AL5SX5E0317334,1990,Mercury,Grand Marquis,2,2,29,10
WA1EV94LX8D535819,1993,Mitsubishi,RVR,2,2,169,4
WAUKF78E57A361046,1984,Honda,Prelude,3,2,242,17
1GT022CGXEF600124,2012,Hyundai,Genesis,2,3,51,7
1G6DP8E31D0316403,2009,Toyota,Tacoma,3,3,160,5
JTDKDTB30D1283411,2004,Acura,NSX,3,2,110,12
3GYFK66N95G573860,1988,Buick,Skylark,2,2,16,16
2G4GN5EX7E9891478,2009,Chevrolet,Suburban 1500,2,2,92,15
1G6DK67V380719855,2008,Jeep,Compass,3,2,115,9
WAUVT58E13A195564,2008,Ferrari,612 Scaglietti,2,2,166,4
WAUVFAFH8BN904723,1999,Isuzu,Trooper,2,2,171,12
3D7TT2CT3AG437032,2010,Audi,TT,2,2,7,14
1GT3C0BG2AF662627,1995,Geo,Prizm,2,3,143,12
1G6AX5S30E0039220,2002,Saturn,S-Series,2,2,219,6
2G61R5S32F9530051,2001,Suzuki,Esteem,2,2,183,10
1N4AB7AP3DN909934,1995,Ford,Thunderbird,2,3,223,16
2HKRM3H30DH119316,2005,Volvo,XC90,3,2,202,14
SCFAB42383K711548,2009,Ford,Explorer,2,3,28,2
TRURD38JX81255650,2002,Isuzu,Axiom,2,2,229,16
1N6AD0CW4FN676761,1988,Audi,90,2,3,171,10
1G6DV8EP6C0247215,1992,Chrysler,Fifth Ave,2,2,249,5
2G4GT5GX1E9895657,1995,Mercedes-Benz,SL-Class,2,2,115,5
5J8TB3H59EL132691,2004,Cadillac,CTS,2,2,168,14
2B3CK4CV3AH722275,2002,Dodge,Viper,2,2,127,2
JM1NC2JF9F0517107,2003,Maybach,62,2,2,58,18
WAULK78K19A099244,2010,Lexus,IS F,2,2,49,3
1D4PT4GK2AW936238,1984,Ford,F150,2,2,69,3
WBA3N3C52EF650456,1993,Cadillac,Eldorado,2,2,142,15
WAUBNBFB5AN666884,2000,Infiniti,Q,3,2,157,4
WVWED7AJ3AW139371,2006,Infiniti,QX,2,3,159,13
5N1AA0NC8FN167539,1993,Honda,Accord,3,2,114,5
WAUXF78K99A487120,2002,Subaru,Outback Sport,2,2,188,3
WBA3X9C5XFD760892,1995,Eagle,Vision,2,2,64,6
1FAHP3ENXAW927788,2007,Porsche,Boxster,3,2,162,16
5UMDU93417L459390,1992,Chevrolet,S10,2,3,2,5
WAUSFBFLXAA225409,1990,Nissan,Datsun/Nissan Z-car,3,2,171,2
1FMJK1G5XAE008805,1965,Pontiac,Bonneville,3,2,184,19
WBAVC73578K497364,2002,Suzuki,Vitara,2,2,25,14
JH4CL95944C836218,1992,Audi,100,2,3,96,11
2FMDK3AK5EB213523,1995,Mercury,Cougar,3,2,113,3
1G6AG5RXXE0467126,1987,Mitsubishi,Starion,2,2,201,4
YV4940BZ5E1462270,1987,Buick,Electra,2,2,62,16
